Genus	Scientific_name	AdultBodyMass_g	Sources_AdultBodyMass	Max_longevity_d	Sources_Max_longevity	Rspan_d	AFR_d	Data_AFR	Calculated_GL_d	GenerationLength_d	Sources_GL
Tamias	Tamias townsendii	79.12	PanTHERIA	2974.75	PanTHERIA;AnAge	2593.75	381	calculated	1133.1875	1133.1875	Rspan-AFR(SM+Gest)
Dipodomys	Dipodomys ordii	50.4	PanTHERIA	3595.25	PanTHERIA;AnAge	3537.825	116.115	calculated	1142.08425	1142.08425	Rspan-AFR(SM+Gest)
Tamias	Tamias minimus	42.87	PanTHERIA	2980.225	PanTHERIA;AnAge	2662.77	376.645	calculated	1148.8483	1148.8483	Rspan-AFR(SM+Gest)
Geocapromys	Geocapromys ingrahami	733.52	PanTHERIA	2190	PanTHERIA	1460	730	calculated	1153.4	1153.4	Rspan-ASMmales
Microgale	Microgale dobsoni	36.66	PanTHERIA	2044	PanTHERIA;AnAge	1424.73	741.91	calculated	1155.0817	1155.0817	Rspan-AFR(SM+Gest)
Salanoia	Salanoia concolor	711.49	PanTHERIA	1752	PanTHERIA; Carn_ung	840	912	calculated	1155.6	1155.6	Rspan-ASMmales
Tamias	Tamias striatus	111.9	Smith et al. 2003	3467.5	AnAge	3249.5	218	calculated	1160.355	1160.355	Rspan-AFR(SM+Gest)
Conepatus	Conepatus leuconotus	3293.91	PanTHERIA	2944.3333333	PanTHERIA;AnAge; Carn_ung	2662.1483333	399.015	calculated	1171.0380167	1171.038016657	Rspan-AFR(SM+Gest)
Urocyon	Urocyon littoralis	1923	PanTHERIA	2920	PanTHERIA; Carn_ung	2611.33	414.37	calculated	1171.6557	1171.6557	Rspan-AFR(SM+Gest)
Macrotis	Macrotis lagotis	1229.58	PanTHERIA	3577	PanTHERIA;AnAge	3415.12	193.48	calculated	1183.8648	1183.8648	Rspan-AFR(SM+Gest)
Mustela	Mustela nivalis	78.45	PanTHERIA	3540.5	PanTHERIA;AnAge; Carn_ung	3406.755	206.235	calculated	1194.19395	1194.19395	Rspan-AFR(SM+Gest)
Elephantulus	Elephantulus intufi	48.9	PanTHERIA	3303.25	PanTHERIA;AnAge	3103.56	302.69	calculated	1202.7224	1202.7224	Rspan-AFR(SM+Gest)
Ammospermophilus	Ammospermophilus leucurus	103.92	PanTHERIA	3102.5	PanTHERIA;AnAge	2754.32	406.56	calculated	1205.3128	1205.3128	Rspan-AFR(SM+Gest)
Spermophilus	Spermophilus tereticaudus	147.57	PanTHERIA	3248.5	AnAge	2951.455	352.615	calculated	1208.53695	1208.53695	Rspan-AFR(SM+Gest)
Neotoma	Neotoma lepida	143.88	PanTHERIA	3832.5	AnAge	3770.905	127.585	calculated	1221.14745	1221.14745	Rspan-AFR(SM+Gest)
Lepus	Lepus californicus	2422.48	PanTHERIA	3394.5	PanTHERIA;AnAge	3174.315	305.955	calculated	1226.50635	1226.50635	Rspan-AFR(SM+Gest)
Poecilogale	Poecilogale albinucha	308.16	PanTHERIA	1898	PanTHERIA; Carn_ung	1015.485	947.065	calculated	1241.55565	1241.55565	Rspan-AFR(SM+Gest)
Mustela	Mustela kathiah	263.74	PanTHERIA	3650	Carn_ung	3376	274	calculated	1253.04	1253.04	Rspan-ASMmales
Spilogale	Spilogale putorius	566.49	PanTHERIA	3710.8333333	PanTHERIA;AnAge; Carn_ung	3545.8683333	228.955	calculated	1257.2568167	1257.256816657	Rspan-AFR(SM+Gest)
Galictis	Galictis cuja	1000	PanTHERIA	3005.1666667	PanTHERIA;AnAge; Carn_ung	2455.1666667	550	calculated	1261.9983333	1261.998333343	Rspan-ASMmales
Mungos	Mungos gambianus	1644.98	PanTHERIA	3650	Carn_ung	3346	304	calculated	1274.34	1274.34	Rspan-ASMmales
Cynopterus	Cynopterus brachyotis	33.87	PanTHERIA	3303.25	PanTHERIA;AnAge	3168.6	368.77	calculated	1287.664	1287.664	Rspan-AFR(SM+Gest)
Corynorhinus	Corynorhinus rafinesquii	9.15	PanTHERIA	3686.5	PanTHERIA	3531.32	265.72	calculated	1289.8028	1289.8028	Rspan-AFR(SM+Gest)
Spilogale	Spilogale gracilis	466.5	Animal Diversity	3703.5333345	Carn_ung	3399.5333345	304	calculated	1289.864667	1289.864667005	Rspan-ASMmales
Herpestes	Herpestes pulverulentus	742	Smith et al. 2003	3578.0138889	PanTHERIA;AnAge; Carn_ung	3213.0138889	365	calculated	1296.7740278	1296.774027781	Rspan-ASMmales
Conepatus	Conepatus humboldtii	1097.61	PanTHERIA	3703.5333345	Carn_ung	3381.5333345	322	calculated	1302.644667	1302.644667005	Rspan-ASMmales
Octodon	Octodon degus	203.27	PanTHERIA	3850.75	PanTHERIA;AnAge	3578.455	272.295	calculated	1310.04695	1310.04695	Rspan-AFR(SM+Gest)
Tamias	Tamias sibiricus	94.16	PanTHERIA	3504	AnAge	3186.56	387.42	calculated	1311.5224	1311.5224	Rspan-AFR(SM+Gest)
Crossarchus	Crossarchus ansorgei	700	PanTHERIA	3650	Carn_ung	3285	365	calculated	1317.65	1317.65	Rspan-ASMmales
Conepatus	Conepatus chinga	1917.5	Smith et al. 2003	3650	AnAge; Carn_ung	3285	365	calculated	1317.65	1317.65	Rspan-ASMmales
Vulpes	Vulpes bengalensis	2514.4	PanTHERIA	3650	PanTHERIA;AnAge	3285	365	calculated	1317.65	1317.65	Rspan-ASMmales
Pectinator	Pectinator spekei	169.7	PanTHERIA	3650	PanTHERIA	3275.84	374.16	calculated	1324.1536	1324.1536	Rspan-AFR(SM+Gest)
Atelerix	Atelerix albiventris	293.44	PanTHERIA	4161	AnAge	4080.045	151.945	calculated	1335.15805	1335.15805	Rspan-AFR(SM+Gest)
Thylogale	Thylogale stigmatica	4511.47	PanTHERIA	3540.5	AnAge	3182.87	415.63	calculated	1338.6623	1338.6623	Rspan-AFR(SM+Gest)
Vulpes	Vulpes chama	2919.8	PanTHERIA	3650	PanTHERIA; Carn_ung	3390.435	363.155	calculated	1346.38115	1346.38115	Rspan-AFR(SM+Gest)
Lycalopex	Pseudalopex fulvipes	2720	Smith et al. 2003	3984.5833346	Carn_ung	3662.5833346	322	calculated	1384.149167	1384.149167034	Rspan-ASMmales
Crossarchus	Crossarchus obscurus	1395.09	PanTHERIA	3808.1666667	PanTHERIA;AnAge; Carn_ung	3593.7466667	342.42	calculated	1384.6065333	1384.606533343	Rspan-AFR(SM+Gest)
Rhynchogale	Rhynchogale melleri	2240.33	PanTHERIA	3888.1625	Carn_ung	3523.1625	365	calculated	1386.717125	1386.717125	Rspan-ASMmales
Pudu	Pudu mephistophiles	9599.96	PanTHERIA	3650	PanTHERIA; Carn_ung	3183	467	calculated	1390.07	1390.07	Rspan-ASMmales
Leopardus	Leopardus jacobita	8133.78	Verde Arregoitia et al. 2013	4015	Carn_ung	3693	322	calculated	1392.97	1392.97	Rspan-ASMmales
Vulpes	Vulpes cana	988.5	PanTHERIA	3650	PanTHERIA;AnAge	3325.625	436.725	calculated	1401.15625	1401.15625	Rspan-AFR(SM+Gest)
Helogale	Helogale hirtula	484.63	PanTHERIA	3984.5833346	Carn_ung	3619.5833346	365	calculated	1414.679167	1414.679167034	Rspan-ASMmales
Herpestes	Herpestes sanguineus	500	Smith et al. 2003	3479.6666667	PanTHERIA;AnAge; Carn_ung	3077.2316667	528.705	calculated	1421.1021833	1421.102183343	Rspan-AFR(SM+Gest)
Vulpes	Vulpes ferrilata	5543.74	PanTHERIA	3650	Carn_ung	3283.32	475.14	calculated	1427.3028	1427.3028	Rspan-AFR(SM+Gest)
Spermophilus	Spermophilus lateralis	175.1	PanTHERIA	3796	AnAge	3404.3	450.12	calculated	1437.367	1437.367	Rspan-AFR(SM+Gest)
Lasionycteris	Lasionycteris noctivagans	11.02	PanTHERIA	4380	PanTHERIA;AnAge	4279.595	208.955	calculated	1450.03755	1450.03755	Rspan-AFR(SM+Gest)
Tamiasciurus	Tamiasciurus hudsonicus	200.24	PanTHERIA	3978.5	PanTHERIA;AnAge	3656.315	393.435	calculated	1453.76635	1453.76635	Rspan-AFR(SM+Gest)
Atelocynus	Atelocynus microtis	8363.22	PanTHERIA	4124.5	PanTHERIA;AnAge; Carn_ung	3759.5	365	calculated	1455.255	1455.255	Rspan-ASMmales
Hippocamelus	Hippocamelus antisensis	68599.35	PanTHERIA	3869	PanTHERIA; Carn_ung	3394	475	calculated	1459.26	1459.26	Rspan-ASMmales
Zaedyus	Zaedyus pichiy	1444.76	PanTHERIA	3923.75	PanTHERIA;AnAge	3603.75	320	calculated	1365.0875	1460	GMA
Chaetophractus	Chaetophractus villosus	4372.8	PanTHERIA	8249	PanTHERIA;AnAge	7976	273	calculated	2586.04	1460	GMA
Pudu	Pudu puda	9642.62	PanTHERIA	5207.3333333	PanTHERIA;AnAge;Carn_Ung	4887.3333333	320	calculated	1737.3266667	1460	GMA
Canis	Canis simensis	14361.86	PanTHERIA	4380	Carn_Ung	3786	594	calculated	1691.94	1460	GMA
Mazama	Mazama chunyi	16071.74	PanTHERIA	5201.25	Carn_Ung	4817.25	384	calculated	1781.0025	1460	GMA
Muntiacus	Muntiacus vaginalis	18368.41	Mean_congenerics	5110	Carn_Ung	4831	279	calculated	1679.99	1460	GMA
Lycalopex	Pseudalopex sechurae	4234	Smith et al. 2003	4416.5	AnAge; Carn_ung	4161.5	255	calculated	1461.835	1461.835	Rspan-ASMmales
Martes	Martes gwatkinsii	2038.49	PanTHERIA	4161	Carn_ung	3790	371	calculated	1470.1	1470.1	Rspan-ASMmales
Herpestes	Herpestes javanicus	750	PanTHERIA	4453	PanTHERIA;AnAge; Carn_ung	4334.9	215.58	calculated	1472.701	1472.701	Rspan-AFR(SM+Gest)
Lycalopex	Pseudalopex vetulus	4233.47	Smith et al. 2003	4185.3333327	AnAge; Carn_ung	3820.3333327	365	calculated	1472.8966665	1472.896666483	Rspan-ASMmales
Neovison	Neovison vison	1100	Animal Diversity	4161	AnAge; Carn_ung	3785	376	calculated	1473.65	1473.65	Rspan-AFR(SM+Gest)
Mustela	Mustela sibirica	530.85	PanTHERIA	3220.1111111	PanTHERIA;AnAge; Carn_ung	2444.1111111	776	calculated	1484.7922222	1484.792222219	Rspan-ASMmales
Melogale	Melogale personata	1845.26	PanTHERIA	4015	Carn_ung	3559	456	calculated	1488.11	1488.11	Rspan-ASMmales
Mustela	Mustela nigripes	907.1	PanTHERIA	4063.6666667	PanTHERIA;AnAge; Carn_ung	3735.4366667	414.23	calculated	1497.5066333	1497.506633343	Rspan-AFR(SM+Gest)
Crossarchus	Crossarchus platycephalus	1250	Verde Arregoitia et al. 2013	4380	Carn_ung	4046	334	calculated	1507.34	1507.34	Rspan-ASMmales
Myotis	Myotis volans	8.71	PanTHERIA	4608.125	PanTHERIA;AnAge	4364.535	243.59	calculated	1509.30515	1509.30515	Rspan-AFR(SM+Gest)
Prionodon	Prionodon linsang	684.83	PanTHERIA	3905.5	PanTHERIA; Carn_ung	3355.5	550	calculated	1523.095	1523.095	Rspan-ASMmales
Antrozous	Antrozous pallidus	22.24	PanTHERIA	4361.75	PanTHERIA;AnAge	3996.75	365	calculated	1524.0575	1524.0575	Rspan-ASMmales
Lepilemur	Lepilemur leucopus	599.99	PanTHERIA	3132.9166667	PanTHERIA	2648.0766667	756.68	calculated	1524.6222333	1524.622233343	Rspan-AFR(SM+Gest)
Setifer	Setifer setosus	263.22	PanTHERIA	4489.5	PanTHERIA;AnAge	4328.765	272.365	calculated	1527.70685	1527.70685	Rspan-AFR(SM+Gest)
Vulpes	Vulpes pallida	2800.01	PanTHERIA	4380	PanTHERIA;AnAge; Carn_ung	4015	365	calculated	1529.35	1529.35	Rspan-ASMmales
Cerdocyon	Cerdocyon thous	5741.66	PanTHERIA	4343.5	PanTHERIA;AnAge; Carn_ung	4120.44	335.24	calculated	1530.1676	1530.1676	Rspan-AFR(SM+Gest)
Canis	Canis adustus	10392.49	PanTHERIA	4444.8888893	PanTHERIA;AnAge; Carn_ung	4259.5088893	314.38	calculated	1549.6375779	1549.637577897	Rspan-AFR(SM+Gest)
Speothos	Speothos venaticus	6324.54	PanTHERIA	4229.944444	PanTHERIA;AnAge; Carn_ung	3952.964444	412.76	calculated	1559.1196888	1559.11968876	Rspan-AFR(SM+Gest)
Neotragus	Neotragus pygmaeus	3913.68	PanTHERIA	4580.75	PanTHERIA;AnAge; Carn_ung	4253.75	327	calculated	1560.5875	1560.5875	Rspan-ASMmales
Cynomys	Cynomys ludovicianus	797.05	PanTHERIA	3558.75	PanTHERIA;AnAge	2893.58	728.63	calculated	1567.7682	1567.7682	Rspan-AFR(SM+Gest)
Cephalophus	Cephalophus niger	19094.32	PanTHERIA	4275.3666667	PanTHERIA;AnAge; Carn_ung	3808.3666667	467	calculated	1571.4263333	1571.426333343	Rspan-ASMmales
Mustela	Mustela africana	536.98	PanTHERIA	4380	Carn_ung	3954	426	calculated	1572.66	1572.66	Rspan-ASMmales
Lynx	Lynx pardinus	11050	PanTHERIA	4380	Carn_ung	3946	434	calculated	1578.34	1578.34	Rspan-ASMmales
Myotis	Myotis velifer	9.82	PanTHERIA	4129.975	PanTHERIA;AnAge	3773.45	485.295	calculated	1579.5955	1579.5955	Rspan-AFR(SM+Gest)
Prionodon	Prionodon pardicolor	1142.68	PanTHERIA	4380	Carn_ung	3939	441	calculated	1583.31	1583.31	Rspan-ASMmales
Callosciurus	Callosciurus notatus	209.49	PanTHERIA	4453	PanTHERIA;AnAge	4039.16	413.84	calculated	1585.1964	1585.1964	Rspan-AFR(SM+Gest)
Herpestes	Herpestes edwardsii	1324.2	Smith et al. 2003	4434.75	AnAge; Carn_ung	4184.435	372.405	calculated	1585.89115	1585.89115	Rspan-AFR(SM+Gest)
Porcula	Porcula salvania	9200	Smith et al. 2003	4623.3333333	PanTHERIA;AnAge; Carn_ung	4273.3333333	350	calculated	1589.2666667	1589.266666657	Rspan-ASMmales
Myoprocta	Myoprocta acouchy	954.87	PanTHERIA	4526	PanTHERIA;AnAge	4405.955	317.475	calculated	1595.20195	1595.20195	Rspan-AFR(SM+Gest)
Vespertilio	Vespertilio murinus	15.42	PanTHERIA	4380	PanTHERIA;AnAge	4059.84	422.3	calculated	1599.6536	1599.6536	Rspan-AFR(SM+Gest)
Xerus	Xerus inauris	572.6	PanTHERIA	4471.25	PanTHERIA;AnAge	4169.595	393.945	calculated	1603.12755	1603.12755	Rspan-AFR(SM+Gest)
Procyon	Procyon pygmaeus	2958.03	PanTHERIA	4714.5833345	Carn_ung	4380.5833345	334	calculated	1604.369167	1604.369167005	Rspan-ASMmales
Marmota	Marmota monax	3880.93	PanTHERIA	4380	PanTHERIA;AnAge	3997.91	445.59	calculated	1604.9839	1604.9839	Rspan-AFR(SM+Gest)
Cryptomys	Cryptomys hottentotus	75.13	PanTHERIA	4015	AnAge	3625.395	555.595	calculated	1606.95955	1606.95955	Rspan-AFR(SM+Gest)
Herpestes	Herpestes vitticollis	2380	PanTHERIA	4672	AnAge; Carn_ung	4301	371	calculated	1618.29	1618.29	Rspan-ASMmales
Aonyx	Aonyx capensis	19322.22	PanTHERIA	4404.3333333	PanTHERIA;AnAge; Carn_ung	4096.0983333	434.225	calculated	1622.0935167	1622.093516657	Rspan-AFR(SM+Gest)
Melogale	Melogale moschata	938.5	PanTHERIA	4866.6666667	PanTHERIA;AnAge; Carn_ung	4562.6666667	304	calculated	1627.1733333	1627.173333343	Rspan-ASMmales
Paracynictis	Paracynictis selousi	1669.72	PanTHERIA	4714.5833345	Carn_ung	4321.5833345	393	calculated	1646.259167	1646.259167005	Rspan-ASMmales
Trogopterus	Trogopterus xanthipes	744.937	Verde Arregoitia et al. 2013	3686.5	PanTHERIA	3097.49	749.31	calculated	1647.5821	1647.5821	Rspan-AFR(SM+Gest)
Mustela	Mustela putorius	975.55	PanTHERIA	4757.1666667	PanTHERIA;AnAge; Carn_ung	4490.4116667	350.245	calculated	1652.4643833	1652.464383343	Rspan-AFR(SM+Gest)
Spilocuscus	Spilocuscus maculatus	4060.46	PanTHERIA	5110	PanTHERIA;AnAge	4901.235	234.755	calculated	1656.11315	1656.11315	Rspan-AFR(SM+Gest)
Viverricula	Viverricula indica	2918.88	PanTHERIA	3832.5	PanTHERIA; Carn_ung	3061.5	771	calculated	1658.835	1658.835	Rspan-ASMmales
Herpestes	Herpestes urva	2384.19	PanTHERIA	4862.6111107	PanTHERIA;AnAge; Carn_ung	4497.6111107	365	calculated	1669.3072221	1669.307222103	Rspan-ASMmales
Lycalopex	Pseudalopex culpaeus	8616.24	Smith et al. 2003	4580.75	AnAge; Carn_ung	4263.24	437.23	calculated	1673.5696	1673.5696	Rspan-AFR(SM+Gest)
Dendrohyrax	Dendrohyrax dorsalis	3174.99	PanTHERIA	3650	AnAge	3447.56	675.58	calculated	1675.3724	1675.3724	Rspan-AFR(SM+Gest)
Dasyprocta	Dasyprocta punctata	2309.12	PanTHERIA	4343.5	PanTHERIA;AnAge	3746.675	596.825	calculated	1683.36075	1683.36075	Rspan-AFR(SM+Gest)
Felis	Felis nigripes	1362.77	PanTHERIA	4818	PanTHERIA;AnAge; Carn_ung	4600.17	351.33	calculated	1685.3793	1685.3793	Rspan-AFR(SM+Gest)
Saiga	Saiga tatarica	37734.01	PanTHERIA	4380	PanTHERIA; Carn_ung	4197.595	482.895	calculated	1700.19755	1700.19755	Rspan-AFR(SM+Gest)
Sarcophilus	Sarcophilus harrisii	8202.25	PanTHERIA	3869	PanTHERIA;AnAge	3115.19	800.81	calculated	1704.2151	1704.2151	Rspan-AFR(SM+Gest)
Capromys	Capromys pilorides	5200	PanTHERIA	4586.8333333	PanTHERIA;AnAge	4397.1933333	439.64	calculated	1714.8260667	1714.826066657	Rspan-AFR(SM+Gest)
Lycalopex	Pseudalopex gymnocercus	4542.67	Smith et al. 2003	5037	PanTHERIA;AnAge; Carn_ung	4674.885	362.115	calculated	1717.83165	1717.83165	Rspan-AFR(SM+Gest)
Glaucomys	Glaucomys sabrinus	137.53	PanTHERIA	4964	PanTHERIA;AnAge	4668.37	375.63	calculated	1729.4573	1729.4573	Rspan-AFR(SM+Gest)
Vulpes	Vulpes rueppellii	3249.97	PanTHERIA	5219.5	AnAge; Carn_ung	4915.5	304	calculated	1729.495	1729.495	Rspan-ASMmales
Herpestes	Herpestes brachyurus	1396.16	PanTHERIA	5073.5	Carn_ung	4708.5	365	calculated	1730.465	1730.465	Rspan-ASMmales
Mydaus	Mydaus javanensis	2500	PanTHERIA	5073.5	Carn_ung	4708.5	365	calculated	1730.465	1730.465	Rspan-ASMmales
Felis	Felis margarita	2823.36	PanTHERIA	5073.5	AnAge; Carn_ung	4708.5	365	calculated	1730.465	1730.465	Rspan-ASMmales
Mephitis	Mephitis mephitis	2399.99	PanTHERIA	4834.2222226	PanTHERIA;AnAge; Carn_ung	4542.1872226	418.325	calculated	1735.5592946	1735.559294554	Rspan-AFR(SM+Gest)
Mustela	Mustela lutreolina	466.25	PanTHERIA	5110	Carn_ung	4745	365	calculated	1741.05	1741.05	Rspan-ASMmales
Conepatus	Conepatus semistriatus	1997.34	PanTHERIA	5110	Carn_ung	4745	365	calculated	1741.05	1741.05	Rspan-ASMmales
Raphicerus	Raphicerus sharpei	9396.9	PanTHERIA	5110	PanTHERIA; Carn_ung	4743	367	calculated	1742.47	1742.47	Rspan-ASMmales
Raphicerus	Raphicerus campestris	11661.53	PanTHERIA	4538.1666667	PanTHERIA;AnAge; Carn_ung	4507.8566667	437.31	calculated	1744.5884333	1744.588433343	Rspan-AFR(SM+Gest)
Lyncodon	Lyncodon patagonicus	225	PanTHERIA	5110	Carn_ung	4739	371	calculated	1745.31	1745.31	Rspan-ASMmales
Galidictis	Galidictis grandidieri	1400	PanTHERIA	4161	Carn_ung	3390	771	calculated	1754.1	1754.1	Rspan-ASMmales
Martes	Martes melampus	1000	PanTHERIA	5219.5	Carn_ung	4854.5	365	calculated	1772.805	1772.805	Rspan-ASMmales
Helogale	Helogale parvula	281.83	PanTHERIA	4846.3888893	PanTHERIA;AnAge; Carn_ung	4477.8888893	477.58	calculated	1776.1677779	1776.167777897	Rspan-AFR(SM+Gest)
Nesotragus	Nesotragus moschatus	6499	Smith et al. 2003	4846.5916667	PanTHERIA;AnAge; Carn_ung	4828.9516667	377.64	calculated	1778.0359833	1778.035983343	Rspan-AFR(SM+Gest)
Moschiola	Moschiola meminna	3130.95	PanTHERIA	5292.5	AnAge; Carn_ung	4947.5	345	calculated	1779.775	1779.775	Rspan-ASMmales
Herpestes	Herpestes ochraceus	549.997	Verde Arregoitia et al. 2013	5475	Carn_ung	5201	274	calculated	1782.29	1782.29	Rspan-ASMmales
Pelea	Pelea capreolus	22731.33	PanTHERIA	4500.45	PanTHERIA; Carn_ung	3820.45	680	calculated	1787.9305	1787.9305	Rspan-ASMmales
Procapra	Procapra gutturosa	28274.27	PanTHERIA	3163.3333333	PanTHERIA;AnAge; Carn_ung	2457.7433333	1080.53	calculated	1793.2755667	1793.275566657	Rspan-AFR(SM+Gest)
Arctonyx	Arctonyx collaris	8166.52	PanTHERIA	5308.7222226	PanTHERIA;AnAge; Carn_ung	4943.7222226	365	calculated	1798.6794446	1798.679444554	Rspan-ASMmales
Pipistrellus	Pipistrellus subflavus	5.74	PanTHERIA	5438.5	PanTHERIA;AnAge	5237.825	290.385	calculated	1809.35425	1809.35425	Rspan-AFR(SM+Gest)
Eudorcas	Eudorcas albonotata	25000	Animal Diversity	5155.625	Carn_ung	4702.625	453	calculated	1816.76125	1816.76125	Rspan-ASMmales
Paradoxurus	Paradoxurus jerdoni	3530.33	PanTHERIA	4380	PanTHERIA; Carn_ung	3609	771	calculated	1817.61	1817.61	Rspan-ASMmales
Pardofelis	Pardofelis marmorata	2826.68	PanTHERIA	4380	Carn_ung	3604	776	calculated	1821.16	1821.16	Rspan-ASMmales
Tadarida	Tadarida brasiliensis	12.61	PanTHERIA	4927.5	PanTHERIA;AnAge	4611.235	484.255	calculated	1821.51315	1821.51315	Rspan-AFR(SM+Gest)
Rousettus	Rousettus aegyptiacus	134	PanTHERIA	8358.5	PanTHERIA;AnAge	7993.5	365	calculated	2683.115	1825	GMA
Spilogale	Spilogale pygmaea	365	PanTHERIA	5110	Carn_Ung	4745	365	calculated	1741.05	1825	GMA
Chinchilla	Chinchilla lanigera	480.28	PanTHERIA	5201.25	PanTHERIA;AnAge	4961.25	240	calculated	1678.7625	1825	GMA
Hemigalus	Hemigalus derbyanus	1262.7	PanTHERIA	4866.6666667	PanTHERIA;AnAge;Carn_Ung	4316.6666667	550	calculated	1801.8333333	1825	GMA
Herpestes	Herpestes fuscus	1348.963	Verde Arregoitia et al. 2013	5110	Carn_Ung	4788	322	calculated	1710.52	1825	GMA
Diplogale	Diplogale hosei	1450	Animal Diversity	7300	Carn_Ung	6205	1095	calculated	2894.45	1825	GMA
Liberiictis	Liberiictis kuhni	1825.47	PanTHERIA	3984.5833346	Carn_Ung	3661.5833346	323	calculated	1384.859167	1825	GMA
Tragulus	Tragulus javanicus	1889.93	PanTHERIA	4866.6666667	PanTHERIA;AnAge;Carn_Ung	4699.6666667	167	calculated	1529.9033333	1825	GMA
Tragulus	Tragulus kanchil	2000	Verde Arregoitia et al. 2013	5338.125	Carn_Ung	4917.125	421	calculated	1846.96625	1825	GMA
Bdeogale	Bdeogale omnivora	2281.71333333333	Mean_congenerics	13943	Carn_Ung	13393	550	calculated	4433.97	1825	GMA
Arctogalidia	Arctogalidia trivirgata	2323.79	PanTHERIA	5811.6111107	PanTHERIA;AnAge;Carn_Ung	4971.6111107	840	calculated	2281.7672221	1825	GMA
Bdeogale	Bdeogale jacksoni	2500	PanTHERIA	4015	Carn_Ung	3650	365	calculated	1423.5	1825	GMA
Chrotogale	Chrotogale owstoni	3267.71	PanTHERIA	6497	Carn_Ung	5697	800	calculated	2452.13	1825	GMA
Dasypus	Dasypus novemcinctus	3949.01	PanTHERIA	6807.25	PanTHERIA;AnAge	6442.25	365	calculated	2233.2525	1825	GMA
Cynogale	Cynogale bennettii	4246.57	PanTHERIA	1825	PanTHERIA;Carn_Ung	1156	669	calculated	1004.24	1825	GMA
Euphractus	Euphractus sexcinctus	4731.16	PanTHERIA	7469.725	PanTHERIA;AnAge	7195.725	274	calculated	2360.76025	1825	GMA
Macrogalidia	Macrogalidia musschenbroekii	5148.86	PanTHERIA	5475	Carn_Ung	4925	550	calculated	1978.25	1825	GMA
Viverra	Viverra megaspila	9250	Smith et al. 2003	8285.5	Carn_Ung	no information	426	calculated	no information	1825	GMA
Dorcatragus	Dorcatragus megalotis	10918.12	PanTHERIA	5110	PanTHERIA;Carn_Ung	4730	380	calculated	1751.7	1825	GMA
Caracal	Caracal aurata	12400	Smith et al. 2003	7482.5	AnAge;Carn_Ung	7117.5	365	calculated	2429.075	1825	GMA
Cephalophus	Cephalophus zebra	15654.75	PanTHERIA	4442.05	PanTHERIA;Carn_Ung	4096.05	346	calculated	1533.8545	1825	GMA
Eudorcas	Eudorcas rufifrons	26999.77	PanTHERIA	5049.1666667	PanTHERIA;AnAge;Carn_Ung	4639.1666667	410	calculated	1755.3583333	1825	GMA
Rusa	Rusa timorensis	66375.5	PanTHERIA	7272.3208345	AnAge;Carn_Ung	6633.3208345	639	calculated	2562.663042	1825	GMA
Cephalophus	Cephalophus jentinki	68489.54	PanTHERIA	6813.3333333	PanTHERIA;AnAge;Carn_Ung	6405.3333333	408	calculated	2265.5466667	1825	GMA
Rangifer	Rangifer tarandus	109088.5	PanTHERIA	7555.5	PanTHERIA;AnAge;Carn_Ung	6875.5	680	calculated	2673.895	1825	GMA
Blastocerus	Blastocerus dichotomus	112518.5	PanTHERIA	7300	Carn_Ung	6795	505	calculated	2475.55	1825	GMA
Canis	Canis mesomelas	8247.3	PanTHERIA	5438.5	PanTHERIA;AnAge; Carn_ung	5258.35	302.65	calculated	1827.5715	1827.5715	Rspan-AFR(SM+Gest)
Petrogale	Petrogale assimilis	4618.88	PanTHERIA	4745	PanTHERIA	4180.745	626.245	calculated	1838.66105	1838.66105	Rspan-AFR(SM+Gest)
Mustela	Mustela altaica	180.24	PanTHERIA	5475	Carn_ung	5110	365	calculated	1846.9	1846.9	Rspan-ASMmales
Bdeogale	Bdeogale crassicauda	1722.13	PanTHERIA	5475	Carn_ung	5110	365	calculated	1846.9	1846.9	Rspan-ASMmales
Tamandua	Tamandua tetradactyla	4800	PanTHERIA	5110	PanTHERIA;AnAge	4585	525	calculated	1854.65	1854.65	Rspan-AFR(SM+Gest)
Raphicerus	Raphicerus melanotis	10503.14	PanTHERIA	5110	PanTHERIA; Carn_ung	4582	528	calculated	1856.78	1856.78	Rspan-ASMmales
Alopex	Alopex lagopus	3584.37	Smith et al. 2003	5499.3333333	PanTHERIA;AnAge; Carn_ung	5257.9383333	346.385	calculated	1871.1871167	1871.187116657	Rspan-AFR(SM+Gest)
Vulpes	Vulpes zerda	1317.13	PanTHERIA	5531.7777774	PanTHERIA;AnAge; Carn_ung	5288.7177774	345.06	calculated	1878.7881554	1878.788155446	Rspan-AFR(SM+Gest)
Cheirogaleus	Cheirogaleus major	446.02	PanTHERIA	5183	PanTHERIA;AnAge	4829.59	488.41	calculated	1888.9911	1888.9911	Rspan-AFR(SM+Gest)
Cephalophus	Cephalophus natalensis	12724.51	PanTHERIA	5499.3333333	PanTHERIA;AnAge; Carn_ung	5082.3333333	417	calculated	1890.8766667	1890.876666657	Rspan-ASMmales
Muntiacus	Muntiacus feae	21999.99	PanTHERIA	5338.125	Carn_ung	4851.125	487	calculated	1893.82625	1893.82625	Rspan-ASMmales
Solenodon	Solenodon paradoxus	899.99	PanTHERIA	4276.5833333	PanTHERIA;AnAge	3506.2933333	885.09	calculated	1901.9150667	1901.915066657	Rspan-AFR(SM+Gest)
