"Species3","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"Buteo magnirostris","Accipitridae","Accipitriformes","35","16","13","6","4","26.4","17.4","10.4","13.4","61.5","220.9","64.9","164.6","28.0","159.1","269.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-38.24","25.35","-8.51","-60.46","15043360.16","Extant"
"Buteo nitidus","Accipitridae","Accipitriformes","14","5","9","0","6","31.6","19.3","11.3","15.9","69.3","253.2","76.2","188.0","28.8","167.7","519.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-27.61","33.17","-3.27","-62.64","11845064.35","Extant"
"Buteo oreophilus","Accipitridae","Accipitriformes","11","4","6","1","8","34.7","18.8","11.4","15.2","69.7","345.9","127.2","218.7","36.7","183.0","700.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-34.84","13.65","-4.09","33.52","776157.72","Extant"
"Buteo platypterus","Accipitridae","Accipitriformes","13","6","7","0","4","28.3","17.8","11.1","14.4","53.4","277.7","103.7","177.4","36.9","178.8","453.6","Dunning","NA","NO","NA","NA","Forest","2","3","Carnivore","Vertivore","Insessorial","11.13","55.30","42.90","-87.09","4864047.78","Extant"
"Buteo polyosoma","Accipitridae","Accipitriformes","11","3","4","4","4","36.3","21.1","13.0","18.3","83.4","402.0","153.3","249.8","38.1","192.8","782.6","Dunning","NA","NO","NA","NA","Shrubland","2","2","Carnivore","Vertivore","Aerial","-55.98","6.30","-31.98","-70.13","3165493.22","Extant"
"Buteo regalis","Accipitridae","Accipitriformes","5","2","3","0","4","41.3","23.8","18.3","20.2","81.6","431.0","179.2","254.5","41.3","240.6","1437.2","Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Vertivore","Generalist","33.21","53.30","43.14","-108.76","2780053.23","Extant"
"Buteo ridgwayi","Accipitridae","Accipitriformes","4","1","3","0","2","26.5","14.9","9.8","14.2","65.8","222.5","73.9","148.6","33.4","144.2","315.0","Updated_literature","Dunning (2021)","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","18.97","19.27","19.07","-69.57","210.23","Extant"
"Buteo rufinus","Accipitridae","Accipitriformes","4","2","2","0","4","41.6","23.5","14.0","19.8","86.1","447.5","180.8","266.8","40.5","244.5","1166.2","Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Vertivore","Generalist","13.22","53.66","40.86","49.85","8574436.83","Extant"
"Buteo rufofuscus","Accipitridae","Accipitriformes","5","2","3","0","4","39.8","23.2","13.4","17.9","84.9","413.2","140.6","275.9","33.8","190.4","1530.0","Dunning","NA","NO","NA","NA","Grassland","3","2","Carnivore","Vertivore","Generalist","-34.84","-19.37","-28.14","23.03","1533534.66","Extant"
"Buteo solitarius","Accipitridae","Accipitriformes","4","1","2","1","2","31.8","20.4","13.2","15.9","72.7","270.2","92.3","178.0","34.1","160.5","500.9","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","18.99","20.27","19.60","-155.53","6957.48","Extant"
"Buteo swainsoni","Accipitridae","Accipitriformes","6","2","3","1","4","35.3","21.0","13.6","16.6","60.7","383.7","175.2","201.8","46.6","193.6","946.6","Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Vertivore","Insessorial","24.73","57.08","40.95","-107.07","4303055.16","Extant"
"Buteo ventralis","Accipitridae","Accipitriformes","2","1","1","0","2","37.2","23.2","13.0","19.0","76.8","359.0","118.4","240.6","33.0","221.5","1190.5","Dunning","NA","NO","NA","NA","Forest","1","2","Carnivore","Vertivore","Insessorial","-55.92","-35.01","-47.95","-71.73","536992.07","Extant"
"Buteogallus aequinoctialis","Accipitridae","Accipitriformes","4","1","0","3","4","36.1","23.3","11.2","16.0","73.3","316.2","78.8","237.5","24.9","147.2","657.6","Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Aquatic predator","Insessorial","-25.99","10.72","-3.65","-47.36","132570.12","Extant"
"Buteogallus anthracinus","Accipitridae","Accipitriformes","5","2","3","0","4","39.6","25.1","12.9","17.5","78.6","355.2","106.0","239.5","30.7","206.2","975.1","Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Aquatic predator","Insessorial","-3.68","34.70","18.62","-93.02","1898078.97","Extant"
"Buteogallus gundlachii","Accipitridae","Accipitriformes","4","0","3","1","4","39.6","24.4","12.3","17.3","85.2","348.1","112.6","235.6","32.4","190.0","975.1","Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Omnivore","Insessorial","19.83","23.28","21.78","-80.11","14641.79","Extant"
"Buteogallus meridionalis","Accipitridae","Accipitriformes","8","1","2","5","4","36.0","24.2","11.6","18.1","93.4","416.4","130.9","287.4","31.1","217.4","808.0","Dunning","NA","NO","NA","NA","Grassland","3","1","Carnivore","Vertivore","Insessorial","-44.24","12.46","-12.06","-55.31","10432463.33","Extant"
"Buteogallus urubitinga","Accipitridae","Accipitriformes","9","3","5","1","6","46.0","29.2","14.6","21.9","118.4","399.7","87.3","309.4","22.0","255.6","1152.9","Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Vertivore","Insessorial","-35.14","28.11","-7.52","-61.52","13126253.65","Extant"
"Chelictinia riocourii","Accipitridae","Accipitriformes","5","2","3","0","4","17.7","11.6","8.6","9.1","28.2","240.2","136.2","108.5","55.7","192.0","110.0","Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Invertivore","Aerial","-0.08","19.65","14.35","10.53","5425285.72","Extant"
"Chondrohierax uncinatus","Accipitridae","Accipitriformes","7","3","3","1","4","36.2","27.0","12.4","18.4","33.6","285.3","59.8","224.2","21.0","197.6","286.1","Dunning","NA","NO","NA","NA","Forest","2","2","Carnivore","Invertivore","Insessorial","-27.24","26.30","-2.71","-64.20","9787616.08","Extant"
"Chondrohierax wilsonii","Accipitridae","Accipitriformes","1","1","0","0","1","38.4","30.4","11.8","20.6","23.0","244.0","63.5","180.5","26.0","185.0","286.1","Dunning","NA","NO","NA","NA","Forest","2","2","Carnivore","Invertivore","Insessorial","20.18","20.75","20.47","-74.96","3890.11","Extant"
"Circaetus beaudouini","Accipitridae","Accipitriformes","5","4","1","0","4","45.6","33.5","15.1","22.7","79.3","501.8","216.8","280.5","43.5","259.6","1500.0","Inferred","NA","YES","Body Mass","Circaetus pectoralis","Woodland","2","1","Carnivore","Vertivore","Insessorial","5.44","20.86","11.20","6.20","3453409.14","Extant"
"Circaetus cinerascens","Accipitridae","Accipitriformes","4","2","2","0","4","42.2","29.0","13.5","21.7","68.1","379.5","115.2","264.2","30.4","220.5","1126.0","Updated_literature","BoW","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-21.40","16.00","-0.60","18.67","5762003.00","Extant"
"Circaetus cinereus","Accipitridae","Accipitriformes","5","2","3","0","4","54.7","40.6","15.8","28.6","94.3","517.8","222.0","295.2","42.9","254.0","2048.0","Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Vertivore","Insessorial","-30.93","18.54","-3.63","22.83","11541044.04","Extant"
"Circaetus fasciolatus","Accipitridae","Accipitriformes","4","0","1","3","4","39.8","27.7","13.9","23.0","71.7","362.2","101.5","260.8","28.0","227.0","1013.6","Dunning","NA","NO","NA","NA","Woodland","3","1","Carnivore","Vertivore","Insessorial","-29.24","1.34","-10.35","37.83","734455.97","Extant"
"Circaetus gallicus","Accipitridae","Accipitriformes","5","2","3","0","4","47.0","35.0","15.5","24.6","90.9","537.0","216.8","320.2","40.5","280.4","1699.1","Dunning","NA","NO","NA","NA","Woodland","3","3","Carnivore","Vertivore","Aerial","-10.94","60.60","40.79","51.26","12695589.93","Extant"
"Circaetus pectoralis","Accipitridae","Accipitriformes","5","2","3","0","4","46.7","33.8","14.6","23.1","83.8","527.8","229.0","303.5","43.0","259.4","1500.0","Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Vertivore","Generalist","-31.71","15.86","-10.32","28.83","9328714.60","Extant"
"Circus aeruginosus","Accipitridae","Accipitriformes","13","6","7","0","4","37.3","20.2","11.9","16.2","79.3","405.7","185.3","221.2","45.6","233.9","704.1","Dunning","NA","NO","NA","NA","Wetland","3","2","Carnivore","Vertivore","Aerial","29.17","66.56","50.03","51.14","13390803.81","Extant"
"Circus approximans","Accipitridae","Accipitriformes","8","6","2","0","8","39.5","21.9","11.9","16.4","89.3","406.9","181.9","225.0","44.7","233.2","746.2","Dunning","NA","NO","NA","NA","Wetland","3","2","Carnivore","Vertivore","Aerial","-47.28","-13.07","-33.90","146.38","2033024.84","Extant"
"Circus assimilis","Accipitridae","Accipitriformes","9","6","3","0","8","36.1","20.2","11.2","16.2","95.2","421.6","191.6","234.0","45.0","271.1","558.6","Dunning","NA","NO","NA","NA","Grassland","3","2","Carnivore","Vertivore","Aerial","-39.14","1.76","-25.00","134.02","7817547.59","Extant"
"Circus buffoni","Accipitridae","Accipitriformes","4","2","2","0","4","41.4","20.9","12.7","16.6","85.3","436.0","210.0","226.0","48.2","265.0","507.4","Dunning","NA","NO","NA","NA","Grassland","3","2","Carnivore","Vertivore","Aerial","-41.17","10.70","-22.38","-55.29","4327364.53","Extant"
"Circus cinereus","Accipitridae","Accipitriformes","9","3","5","1","4","29.8","15.7","9.3","12.9","67.5","344.5","154.5","194.7","44.3","240.4","399.7","Dunning","NA","NO","NA","NA","Grassland","3","2","Carnivore","Vertivore","Aerial","-55.98","6.79","-36.62","-69.21","2424495.35","Extant"
"Circus cyaneus","Accipitridae","Accipitriformes","13","6","6","1","7","30.6","16.6","9.9","13.1","76.5","355.0","159.6","198.0","44.7","172.3","393.0","Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Vertivore","Aerial","30.02","73.38","56.03","7.66","29678658.41","Extant"
"Circus macrosceles","Accipitridae","Accipitriformes","8","3","5","0","7","37.4","20.8","11.6","16.1","92.2","420.9","201.7","220.8","47.8","242.7","663.6","Dunning","NA","NO","NA","NA","Grassland","3","1","Carnivore","Vertivore","Aerial","-24.47","-11.36","-19.14","46.18","412352.02","Extant"
"Circus macrourus","Accipitridae","Accipitriformes","9","4","5","0","4","29.5","15.0","9.7","12.7","68.0","351.2","185.0","168.4","52.4","226.6","384.4","Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Vertivore","Aerial","41.23","58.45","51.02","62.85","6168290.72","Extant"
"Circus maillardi","Accipitridae","Accipitriformes","5","1","4","0","4","37.4","19.9","11.1","16.6","83.5","353.2","144.0","214.8","40.2","229.0","663.6","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Aerial","-21.36","-20.88","-21.10","55.53","1488.84","Extant"
"Circus maurus","Accipitridae","Accipitriformes","5","2","0","3","4","31.7","17.0","10.6","13.5","71.9","352.4","151.2","203.5","42.6","249.2","509.0","Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Vertivore","Aerial","-34.84","-18.52","-30.91","22.27","597211.38","Extant"
"Circus melanoleucos","Accipitridae","Accipitriformes","5","2","3","0","4","29.9","15.5","9.4","13.1","72.5","352.6","179.8","176.5","50.5","214.0","336.3","Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Vertivore","Aerial","25.99","54.28","49.10","122.04","1811211.65","Extant"
"Circus pygargus","Accipitridae","Accipitriformes","7","3","4","0","4","26.1","13.5","8.6","11.2","62.0","362.3","188.0","173.3","52.0","224.8","310.8","Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Vertivore","Aerial","30.56","60.25","49.91","45.80","6837154.32","Extant"
"Circus ranivorus","Accipitridae","Accipitriformes","5","2","3","0","4","35.4","18.9","11.1","14.1","84.5","363.2","163.2","207.5","44.0","226.8","507.0","Dunning","NA","NO","NA","NA","Wetland","3","1","Carnivore","Vertivore","Aerial","-34.84","5.39","-14.60","29.56","4426338.22","Extant"
"Circus spilonotus","Accipitridae","Accipitriformes","10","3","6","1","9","36.4","20.5","11.9","15.1","87.5","390.9","160.2","230.4","40.9","228.2","558.8","Dunning","NA","NO","NA","NA","Wetland","3","3","Carnivore","Vertivore","Aerial","-10.15","64.43","52.40","121.64","5799481.42","Extant"
"Dryotriorchis spectabilis","Accipitridae","Accipitriformes","4","3","1","0","4","36.5","27.6","13.0","21.3","65.8","290.5","77.0","213.5","26.5","240.2","697.0","EltonTraits_Model","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-9.83","8.88","2.03","15.98","2884763.00","Extant"
"Elanoides forficatus","Accipitridae","Accipitriformes","5","2","3","0","4","29.4","19.0","10.2","12.3","33.5","412.8","189.1","214.7","46.9","279.2","416.2","Dunning","NA","NO","NA","NA","Forest","2","3","Carnivore","Invertivore","Generalist","-36.81","47.17","-5.62","-60.19","13295665.49","Extant"
"Elanus axillaris","Accipitridae","Accipitriformes","5","2","2","1","4","25.3","15.5","9.0","11.4","38.8","288.4","153.0","135.2","53.1","136.8","270.1","Dunning","NA","NO","NA","NA","Grassland","3","2","Carnivore","Vertivore","Aerial","-43.06","-10.69","-25.69","134.44","7649038.18","Extant"
"Elanus caeruleus","Accipitridae","Accipitriformes","7","3","4","0","4","30.9","16.0","9.2","11.3","32.1","286.3","132.1","160.2","45.2","127.7","259.8","Dunning","NA","NO","NA","NA","Grassland","3","2","Carnivore","Vertivore","Aerial","-34.84","46.65","3.69","41.21","26685941.80","Extant"
"Elanus leucurus","Accipitridae","Accipitriformes","6","0","1","5","4","25.3","15.3","8.8","10.9","31.8","294.0","120.3","168.4","41.5","170.3","346.0","Dunning","NA","NO","NA","NA","Human Modified","3","2","Carnivore","Vertivore","Aerial","-43.45","46.27","-8.72","-64.01","12522294.39","Extant"
"Elanus scriptus","Accipitridae","Accipitriformes","4","1","1","2","4","26.2","16.2","11.8","12.0","38.3","302.2","148.8","153.5","49.2","139.8","316.0","Dunning","NA","NO","NA","NA","Grassland","3","2","Carnivore","Vertivore","Aerial","-30.46","-12.04","-22.87","139.41","727463.72","Extant"
"Erythrotriorchis buergersi","Accipitridae","Accipitriformes","3","1","0","2","2","33.7","20.3","12.8","18.2","75.2","310.7","105.5","205.2","34.0","238.7","575.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Generalist","-10.48","-2.39","-5.51","142.42","152406.32","Extant"
"Erythrotriorchis radiatus","Accipitridae","Accipitriformes","4","2","1","1","4","34.8","20.7","11.9","17.4","74.5","387.2","161.8","225.5","41.8","250.0","887.4","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Aerial","-29.57","-11.12","-17.74","138.86","1074830.71","Extant"
"Eutriorchis astur","Accipitridae","Accipitriformes","2","0","1","1","2","40.3","24.8","11.6","19.5","84.0","318.5","74.2","244.3","23.3","287.5","700.0","Updated_literature","Dunning (2021)","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-21.40","-13.61","-16.44","49.12","34460.57","Extant"
"Gampsonyx swainsonii","Accipitridae","Accipitriformes","13","3","6","4","4","16.2","10.4","7.1","8.4","26.0","147.7","55.9","96.8","36.5","97.9","92.9","Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Vertivore","Insessorial","-27.60","13.90","-8.71","-56.23","10266134.72","Extant"
"Geranoaetus melanoleucus","Accipitridae","Accipitriformes","4","2","2","0","4","50.5","31.0","15.4","23.0","98.2","496.2","182.8","313.5","36.6","210.5","2378.6","Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Vertivore","Aerial","-55.98","9.54","-27.40","-60.94","6807951.84","Extant"
"Geranospiza caerulescens","Accipitridae","Accipitriformes","9","5","4","0","4","25.9","16.5","9.6","12.9","71.7","269.1","65.1","205.4","24.4","211.4","302.5","Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Vertivore","Insessorial","-33.91","28.85","-6.64","-60.96","14333669.12","Extant"
"Gypaetus barbatus","Accipitridae","Accipitriformes","5","2","3","0","4","78.2","46.6","20.8","28.1","103.6","760.6","370.2","378.0","49.5","468.0","5695.0","Dunning","NA","NO","NA","NA","Rock","3","2","Scavenger","Scavenger","Terrestrial","-31.40","51.50","34.75","76.41","8369572.33","Extant"
"Gypohierax angolensis","Accipitridae","Accipitriformes","12","5","5","2","6","57.5","41.0","14.1","23.3","77.3","419.0","127.3","296.6","30.0","196.8","1600.0","Dunning","NA","NO","NA","NA","Forest","2","1","Herbivore","Frugivore","Insessorial","-32.46","15.30","-1.17","16.99","9715580.32","Extant"
"Gyps africanus","Accipitridae","Accipitriformes","5","2","3","0","4","61.3","44.0","20.5","30.5","95.7","578.4","225.0","349.2","39.2","224.6","5433.0","Dunning","NA","NO","NA","NA","Shrubland","2","1","Scavenger","Scavenger","Terrestrial","-30.05","17.01","-2.52","23.47","10465544.70","Extant"
"Gyps bengalensis","Accipitridae","Accipitriformes","5","2","3","0","4","64.6","47.4","22.7","32.5","99.1","551.6","214.0","337.8","38.8","213.8","4385.0","Dunning","NA","NO","NA","NA","Grassland","3","1","Scavenger","Scavenger","Terrestrial","11.30","34.17","23.99","83.33","3047965.15","Extant"
"Gyps coprotheres","Accipitridae","Accipitriformes","5","1","0","4","4","81.2","53.6","24.9","36.5","104.2","687.2","252.2","421.2","37.5","269.4","8177.0","Dunning","NA","NO","NA","NA","Grassland","3","1","Scavenger","Scavenger","Terrestrial","-34.81","-20.54","-27.31","27.73","671208.30","Extant"
"Gyps fulvus","Accipitridae","Accipitriformes","5","4","1","0","4","78.8","50.5","23.8","33.8","109.9","687.2","267.5","415.8","39.2","291.2","7436.0","Dunning","NA","NO","NA","NA","Grassland","3","1","Scavenger","Scavenger","Terrestrial","13.36","49.36","36.30","52.81","3487541.03","Extant"
"Gyps himalayensis","Accipitridae","Accipitriformes","4","1","1","2","4","82.5","55.2","23.5","34.0","115.6","759.8","269.5","490.2","35.5","339.0","9798.0","Dunning","NA","NO","NA","NA","Rock","3","1","Scavenger","Scavenger","Terrestrial","24.19","48.88","34.80","88.99","3859146.13","Extant"
"Gyps indicus","Accipitridae","Accipitriformes","5","2","3","0","4","71.3","44.6","20.5","29.7","99.7","585.6","223.0","360.0","38.3","235.2","5515.0","Dunning","NA","NO","NA","NA","Grassland","3","1","Scavenger","Scavenger","Terrestrial","11.04","30.71","23.08","77.41","1117987.16","Extant"
