#downloaded from http://genomics.senescence.info/species/dataset.zip # I have deleted single quotes by hand
HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
00803	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Ameiurus	natalis	Yellow bullhead	730	730			500					1278		7	454	wild	medium	acceptable						442,454
00804	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Ameiurus	platycephalus	Flat bullhead												7	454	wild	medium	acceptable						454
00805	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Ictalurus	furcatus	Blue catfish										37450		21	454	wild	medium	acceptable						442,454
00806	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Ictalurus	punctatus	Channel catfish										13732.5		16	454	wild	medium	acceptable						442,454
00807	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Noturus	albater	Ozark madtom												3	454	wild	medium	acceptable						454
00808	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Noturus	eleutherus	Mountain madtom												5	454	wild	medium	acceptable						454
00809	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Noturus	exilis	Slender madtom												4	454	wild	medium	acceptable						454
00810	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Noturus	flavater	Checkered madtom												5	454	wild	medium	acceptable						454
00811	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Noturus	flavipinnis	Yellowfin madtom					65							4	442	unknown	medium	acceptable						442
00812	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Noturus	flavus	Stonecat	1095	1095			300							9	442	wild	medium	acceptable						442
00813	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Noturus	gilberti	Orangefin madtom												3	454	wild	medium	acceptable						454
00814	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Noturus	gyrinus	Tadpole madtom												3	454	wild	medium	acceptable						454
00815	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Noturus	leptacanthus	Speckled madtom												3	454	wild	medium	acceptable						454
00816	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Noturus	miurus	Brindled madtom												3	454	wild	medium	acceptable						454
00817	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Noturus	nocturnus	Freckled madtom												4	454	wild	medium	acceptable						454
00818	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Pylodictis	olivaris	Flathead catfish	1825	1460			52000					30717.5		20	454	wild	medium	acceptable						442,454
00819	Animalia	Chordata	Actinopterygii	Siluriformes	Loricariidae	Hypostomus	punctatus	Suckermouthed catfish												18	1	wild	medium	acceptable						1
00820	Animalia	Chordata	Actinopterygii	Siluriformes	Malapteruridae	Malapterurus	electricus	Electric catfish												10	454	wild	medium	acceptable						454
00821	Animalia	Chordata	Actinopterygii	Siluriformes	Mochokidae	Synodontis	schall	Upside-down catfish										275		31	583	captivity	small	acceptable						454,583
00822	Animalia	Chordata	Actinopterygii	Siluriformes	Plotosidae	Cnidoglanis	macrocephalus	Cobbler	912	912								1375		13	454	wild	medium	acceptable						454
00823	Animalia	Chordata	Actinopterygii	Siluriformes	Plotosidae	Plotosus	lineatus	Striped eel-catfish	730											7	454	wild	medium	acceptable						454
00824	Animalia	Chordata	Actinopterygii	Siluriformes	Siluridae	Silurus	glanis	Sheatfish	1277	912								168300		60	543	captivity	small	acceptable						454,543
00825	Animalia	Chordata	Actinopterygii	Stomiiformes	Gonostomatidae	Cyclothone	braueri	Brauers bristlemouth												1	454	wild	medium	acceptable						454
00826	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Aristostomias	scintillans	Shiny loosejaw												7	454	wild	medium	acceptable						454
00827	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Chauliodus	macouni	Pacific viperfish										12.87		8	454	wild	medium	acceptable						454
00828	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Molidae	Mola	mola	Ocean sunfish					3e+08					1.265e+06				unknown	small	low						454,760
00829	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Monacanthidae	Nelusetta	ayraud	Chinaman-leatherjacket	1095	1095								1925		9	454	wild	medium	acceptable						454
00830	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Contusus	richei	Prickly toadfish												7	454	wild	medium	acceptable						454
00831	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Tetraodon	lineatus	Nile globe-fish												5.9	583	captivity	small	acceptable						583
00832	Animalia	Chordata	Actinopterygii	Zeiformes	Oreosomatidae	Allocyttus	niger	Black oreo	9855	9855								825		100	454	wild	medium	acceptable						454
00833	Animalia	Chordata	Actinopterygii	Zeiformes	Oreosomatidae	Allocyttus	verrucosus	Warty oreo										1100		140	22	wild	medium	acceptable						22,454
00834	Animalia	Chordata	Actinopterygii	Zeiformes	Oreosomatidae	Neocyttus	rhomboidalis	Spiky oreo										1100		100	454	wild	medium	acceptable						454
00835	Animalia	Chordata	Actinopterygii	Zeiformes	Oreosomatidae	Pseudocyttus	maculatus	Smooth oreo	11315									2750		100	454	wild	medium	acceptable						454
00836	Animalia	Chordata	Actinopterygii	Zeiformes	Zeidae	Zeus	faber	European john dory	1277	1277								4400		12	454	wild	medium	acceptable						454
00838	Animalia	Chordata	Amphibia	Anura	Bombinatoridae	Bombina	bombina	Firebelly toad	1095	1095			190							20	485	captivity	medium	acceptable						485,525,749
00839	Animalia	Chordata	Amphibia	Anura	Bombinatoridae	Bombina	orientalis	Oriental firebelly toad					148							15.8	451	captivity	large	acceptable						451,525,749
00840	Animalia	Chordata	Amphibia	Anura	Bombinatoridae	Bombina	variegata	Yellow-bellied toad					73							29		captivity	medium	acceptable						24,525,749
00841	Animalia	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus	americanus	American toad	910	910	8		6000		365			21.7667		36	525	captivity	medium	acceptable			0.00829	21.6	288	37,268,426,525,749
00842	Animalia	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus	boreas	Western toad	1095	1095	6		5200							11.5	451	captivity	medium	acceptable						437,451,526,749
00843	Animalia	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus	canorus	Yosemite toad	1825	1460	11		1750							15	503	wild	medium	acceptable						503,526,749
00844	Animalia	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus	cognatus	Great plains toad	730	730	4		11074							10.7	485	captivity	small	questionable						485,526,749
00845	Animalia	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus	debilis	Green toad					1300							12.4	451	captivity	small	acceptable						451,749
00846	Animalia	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus	hemiophrys	Canadian toad	730	730										13.3	451	captivity	small	acceptable						451,528
00847	Animalia	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus	punctatus	Red-spotted toad	730	730			1500							11.3	485	captivity	medium	acceptable						485,749
00848	Animalia	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus	retiformis	Sonoran green toad			2									15.3	451	captivity	small	acceptable						451,749
00849	Animalia	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus	terrestris	Southern toad			3		3250					19.267		10	451	captivity	medium	acceptable			0.00698	19.2	288	37,451,749
00850	Animalia	Chordata	Amphibia	Anura	Bufonidae	Atelopus	varius	Veragoa stubfoot toad												10	451	captivity	large	acceptable						451
00851	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo	bufo	Common European toad	1460	1460										40	451	captivity	medium	acceptable						451,525,526,1134
00852	Animalia	Chordata	Amphibia	Anura	Bufonidae	Incilius	alvarius	Colorado river toad		1095			7750							15.4	485	captivity	medium	acceptable						485,749
00853	Animalia	Chordata	Amphibia	Anura	Bufonidae	Nectophrynoides	asperginis	Kihansi spray toad												5	990	captivity	medium	questionable						990
00854	Animalia	Chordata	Amphibia	Anura	Bufonidae	Peltophryne	lemur	Puerto Rican crested toad												10.7	451	captivity	small	acceptable						451
00855	Animalia	Chordata	Amphibia	Anura	Bufonidae	Peltophryne	peltocephala	Cuban toad												20	485	captivity	small	acceptable						485
00856	Animalia	Chordata	Amphibia	Anura	Bufonidae	Pseudepidalea	viridis	European green toad												11.9	451	captivity	large	acceptable						451
00857	Animalia	Chordata	Amphibia	Anura	Bufonidae	Rhaebo	blombergi	Colombian giant toad												28.7	451	captivity	tiny	acceptable						451
00858	Animalia	Chordata	Amphibia	Anura	Bufonidae	Rhinella	arenarum	Argentine toad														unknown	small	low						451,525
00859	Animalia	Chordata	Amphibia	Anura	Bufonidae	Rhinella	marina	Cane toad	365	365	2		10000					106.25		24.8	485	captivity	large	acceptable			0.0303	105	293	37,296,485,749
00860	Animalia	Chordata	Amphibia	Anura	Bufonidae	Rhinella	schneideri	Eurura toad												15.1	451	captivity	small	acceptable						451
00861	Animalia	Chordata	Amphibia	Anura	Ceratophryidae	Ceratophrys	aurita	Common horned frog												12.8	451	captivity	small	acceptable						451
00862	Animalia	Chordata	Amphibia	Anura	Ceratophryidae	Ceratophrys	calcarata	Colombian horned frog												15.9	451	captivity	tiny	acceptable						451
00863	Animalia	Chordata	Amphibia	Anura	Ceratophryidae	Ceratophrys	cornuta	Amazonian horned frog												10.3	485	captivity	small	acceptable						485,749
00864	Animalia	Chordata	Amphibia	Anura	Ceratophryidae	Ceratophrys	ornata	Ornate horned frog												14.7	451	captivity	medium	acceptable						451
00865	Animalia	Chordata	Amphibia	Anura	Dendrobatidae	Dendrobates	auratus	Green and black poison frog	365	365	12		6							20.5	448	captivity	large	acceptable						448,749
00866	Animalia	Chordata	Amphibia	Anura	Dendrobatidae	Dendrobates	leucomelas	Yellow-banded poison frog	75	75	12		7							11.5	451	captivity	large	acceptable						451,749
00867	Animalia	Chordata	Amphibia	Anura	Dendrobatidae	Dendrobates	tinctorius	Blue poison-dart frog														unknown	large	low						451
00868	Animalia	Chordata	Amphibia	Anura	Dendrobatidae	Oophaga	histrionica	Kokoe-pa poison dart frog												9.1	451	captivity	medium	acceptable						451
00869	Animalia	Chordata	Amphibia	Anura	Dendrobatidae	Oophaga	pumilio	Strawberry poison frog												7.5	451	captivity	medium	acceptable						451
00870	Animalia	Chordata	Amphibia	Anura	Dendrobatidae	Phyllobates	vittatus	Golfo dulce poison-dart frog	304	304	15		14									unknown	medium	low						749
00871	Animalia	Chordata	Amphibia	Anura	Dicroglossidae	Hoplobatrachus	occipitalis	African tigrine frog										48.1		10.9	451	captivity	small	acceptable						451,749
00872	Animalia	Chordata	Amphibia	Anura	Hylidae	Acris	blanchardi	Blanchards cricket frog										1				unknown	small	low						1096
00873	Animalia	Chordata	Amphibia	Anura	Hylidae	Acris	crepitans	Northern cricket frog												4.9	485	captivity	small	questionable						485,749,1096
00874	Animalia	Chordata	Amphibia	Anura	Hylidae	Agalychnis	callidryas	Red-eyed tree frog														unknown	large	low						485
00875	Animalia	Chordata	Amphibia	Anura	Hylidae	Agalychnis	spurrelli	Maroon-eyed tree frog												5.5	451	captivity	tiny	acceptable						451
00876	Animalia	Chordata	Amphibia	Anura	Hylidae	Diaglena	spatulata	Treefrog												12.8	451	captivity	tiny	acceptable						451
00877	Animalia	Chordata	Amphibia	Anura	Hylidae	Hyla	arborea	European tree frog												22	451	captivity	small	acceptable						451
00878	Animalia	Chordata	Amphibia	Anura	Hylidae	Hyla	chrysoscelis	Copes gray treefrog	730	547	21		35							7.8	485	captivity	medium	acceptable						485,528,749
00879	Animalia	Chordata	Amphibia	Anura	Hylidae	Hyla	cinerea	Green treefrog	730	730			1222									unknown	medium	low						485,749
00880	Animalia	Chordata	Amphibia	Anura	Hylidae	Hyla	gratiosa	Barking treefrog					2250							12.5	451	captivity	medium	acceptable						451,749
00881	Animalia	Chordata	Amphibia	Anura	Hylidae	Hyla	japonica	Japanese treefrog	1278	1278			920							8.9	451	captivity	small	acceptable						451,749
00882	Animalia	Chordata	Amphibia	Anura	Hylidae	Hyla	squirella	Squirrel treefrog			1		1000	1						8.5	485	captivity	medium	acceptable						485,749
00883	Animalia	Chordata	Amphibia	Anura	Hylidae	Hyla	versicolor	Gray treefrog	730	730	4		1800					7.2		7.8	543	captivity	medium	acceptable			0.00433	6.97	290.5	37,528,543,749
00884	Animalia	Chordata	Amphibia	Anura	Hylidae	Hypsiboas	rosenbergi	Rosenbergs treefrog					775									unknown	small	low						485,749
00885	Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	caerulea	Whites treefrog					1100							20	451	captivity	large	acceptable						451,749
00886	Animalia	Chordata	Amphibia	Anura	Hylidae	Osteopilus	septentrionalis	Cuban treefrog	255	120	1		1500							12.9	451	captivity	medium	acceptable						451,749
00887	Animalia	Chordata	Amphibia	Anura	Hylidae	Osteopilus	vastus	Hispaniola giant treefrog												6.6	451	captivity	small	questionable						451
00888	Animalia	Chordata	Amphibia	Anura	Hylidae	Pachymedusa	dacnicolor	Mexican leaf frog												8.7	451	captivity	small	acceptable						451
00889	Animalia	Chordata	Amphibia	Anura	Hylidae	Phyllomedusa	bicolor	Waxy treefrog												10.3	451	captivity	medium	acceptable						451
00890	Animalia	Chordata	Amphibia	Anura	Hylidae	Pseudacris	crucifer	Spring peeper	912	912	10		700					4				unknown	small	low			0.00105	0.9	292	37,451,525,528,749
00891	Animalia	Chordata	Amphibia	Anura	Hylidae	Pseudis	paradoxa	Paradox frog												11	451	captivity	small	acceptable						451
00892	Animalia	Chordata	Amphibia	Anura	Hylidae	Smilisca	baudinii	Mexican treefrog					2480							6.3	485	captivity	small	acceptable						485,749
00893	Animalia	Chordata	Amphibia	Anura	Hylidae	Smilisca	fodiens	Northern casque-headed frog												5.1	485	captivity	small	acceptable						485
00894	Animalia	Chordata	Amphibia	Anura	Hylidae	Smilisca	phaeota	Masked treefrog					2000							4.1	485	captivity	small	acceptable						485,749
00895	Animalia	Chordata	Amphibia	Anura	Hylidae	Trachycephalus	venulosus	Marbled treefrog												10.5	451	captivity	small	acceptable						451
00896	Animalia	Chordata	Amphibia	Anura	Leiopelmatidae	Ascaphus	truei	Coastal tailed frog			32		62							14	525	wild	medium	acceptable						525,749
00897	Animalia	Chordata	Amphibia	Anura	Leptodactylidae	Leptodactylus	pentadactylus	Tungara frog												18.8	451	captivity	medium	acceptable						451
00898	Animalia	Chordata	Amphibia	Anura	Mantellidae	Mantella	aurantiaca	Golden mantella			14		40							10.9	451	captivity	large	acceptable						451,749
00899	Animalia	Chordata	Amphibia	Anura	Mantellidae	Mantella	expectata	Blue-legged mantella	365	365										3	1060	wild	small	questionable						1060
00900	Animalia	Chordata	Amphibia	Anura	Microhylidae	Gastrophryne	carolinensis	Eastern narrow-mouthed toad	547	365	1		722							6.8	485	captivity	small	acceptable						485,528,749
00901	Animalia	Chordata	Amphibia	Anura	Microhylidae	Kaloula	pulchra	Malaysian narrowmouth toad												11	485	captivity	medium	acceptable						485
00902	Animalia	Chordata	Amphibia	Anura	Microhylidae	Microhyla	ornata	Ornate narrow-mouthed frog	547	182						1125				5	964	wild	small	acceptable						964
00903	Animalia	Chordata	Amphibia	Anura	Microhylidae	Phrynomantis	bifasciatus	Red-banded frog												10.3	451	captivity	medium	acceptable						451
00904	Animalia	Chordata	Amphibia	Anura	Microhylidae	Scaphiophryne	gottlebei	Rainbow frog	365	365										2	1060	wild	small	questionable						1060
00905	Animalia	Chordata	Amphibia	Anura	Pelobatidae	Pelobates	fuscus	Common Eurasian spadefoot toad			8		1740							11	485	captivity	medium	acceptable						485,749
00906	Animalia	Chordata	Amphibia	Anura	Petropedetidae	Conraua	goliath	Goliath frog												5.9	451	captivity	small	acceptable						451,749
00907	Animalia	Chordata	Amphibia	Anura	Pipidae	Pipa	pipa	Surinam toad												7.7	485	captivity	medium	acceptable						485,749
00908	Animalia	Chordata	Amphibia	Anura	Pipidae	Xenopus	laevis	African clawed frog	183		2							130		30.3	451	captivity	large	acceptable			0.012	63.6	288	10,37,196,451,526,607,749
00909	Animalia	Chordata	Amphibia	Anura	Pyxicephalidae	Pyxicephalus	adspersus	African bullfrog												45	451	captivity	medium	acceptable						451,749
00910	Animalia	Chordata	Amphibia	Anura	Pyxicephalidae	Tomopterna	delalandii	Cape sand frog												11.3	451	captivity	small	acceptable						451
00911	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	catesbeianus	American bullfrog	1277	730	4							54.4		16	485	captivity	medium	acceptable			0.0134	51.2	288	2,37,485,526,528,749
00912	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	clamitans	Green frog	730	730			4000							10	528	captivity	medium	acceptable						528,749
00913	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	pipiens	Leopard frog	730	365			4146					29.0222		9	525	wild	medium	acceptable			0.00576	21.6	289.78	37,42,268,525,528,749
00914	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	septentrionalis	Mink frog	730	547			2250							6	528	wild	medium	acceptable						528,749
00915	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	sylvaticus	Wood frog	912	547			900					7.88		5		unknown	medium	questionable			0.00416	7.8	289.8	37,43,289,340,528,749
00916	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	virgatipes	Carpenter frog		730										6.2	485	captivity	small	acceptable						485,749
00917	Animalia	Chordata	Amphibia	Anura	Ranidae	Pelophylax	lessonae	Pool frog					2420							6	525	wild	medium	acceptable						525,749
00918	Animalia	Chordata	Amphibia	Anura	Ranidae	Pelophylax	nigromaculatus	Black-spotted frog	730	730			2800							15	651	wild	medium	acceptable						651,749
00919	Animalia	Chordata	Amphibia	Anura	Ranidae	Pelophylax	perezi	Italian green frog	912	912	6									6.8	650	captivity	small	acceptable						525,650,749
