Table S4

A list of the species in the analysis, their geometric mean clutch size (Clutch), sources used for their
geographic distributions (Range) and for data on clutch sizes and intrinsic variables (Traits). For
details on source abbreviations see Fig. S1 and Table S5.

Order              Family          Species                       Clutch   Range Traits
Piciformes   Picidae   Melanerpes formicivorus        4.9        1   HBW7
Piciformes   Picidae   Melanerpes pucherani           2.8        1   HBW7
Piciformes   Picidae   Melanerpes chrysauchen         3.5        1   HBW7
Piciformes   Picidae   Melanerpes striatus            4.9        1   HBW7
Piciformes   Picidae   Melanerpes radiolatus          3.9        1   HBW7
Piciformes   Picidae   Melanerpes rubricapillus       3.5        1   HBW7
Piciformes   Picidae   Melanerpes uropygialis         3.9        1   HBW7
Piciformes   Picidae   Melanerpes carolinus           4.9        1   HBW7
Piciformes   Picidae   Melanerpes superciliaris       4.5        1   HBW7
Piciformes   Picidae   Melanerpes aurifrons           4.5        1   HBW7
Piciformes   Picidae   Melanerpes hoffmannii          2.4        1   HBW7
Piciformes   Picidae   Sphyrapicus varius             5.3        1   HBW7
Piciformes   Picidae   Sphyrapicus nuchalis           4.9        1   HBW7
Piciformes   Picidae   Sphyrapicus ruber              5.3        1   HBW7
Piciformes   Picidae   Sphyrapicus thyroideus         4.9        1   HBW7
Piciformes   Picidae   Xiphidiopicus percussus        3.5        1   HBW7
Piciformes   Picidae   Campethera punctuligera        2.4        1   HBW7
Piciformes   Picidae   Campethera nubica              2.4        1   HBW7
Piciformes   Picidae   Campethera bennettii           3.0        1   HBW7
Piciformes   Picidae   Campethera abingoni            2.4        1   HBW7
Piciformes   Picidae   Campethera notata              2.8        1   HBW7
Piciformes   Picidae   Campethera cailliautii         2.4        1   HBW7
Piciformes   Picidae   Campethera nivosa              2.0        1   HBW7
Piciformes   Picidae   Campethera caroli              2.4        1   HBW7
Piciformes   Picidae   Geocolaptes olivaceus          3.0        1   HBW7
Piciformes   Picidae   Dendropicos fuscescens         2.4        1   HBW7
Piciformes   Picidae   Dendropicos stierlingi         2.0        1   HBW7
Piciformes   Picidae   Dendropicos namaquus           3.0        1   HBW7
Piciformes   Picidae   Dendropicos goertae            2.8        1   HBW7
Piciformes   Picidae   Dendropicos griseocephalus     2.4        1   HBW7
Piciformes   Picidae   Dendropicos obsoletus          2.0        1   HBW7
Piciformes   Picidae   Dendrocopos moluccensis        2.8        1   HBW7
Piciformes   Picidae   Dendrocopos canicapillus       4.9        1   HBW7
Piciformes   Picidae   Dendrocopos kizuki             5.9        1   HBW7
Piciformes   Picidae   Dendrocopos minor              5.5        1   HBW7
Piciformes   Picidae   Dendrocopos auriceps           3.9        1   HBW7
Piciformes   Picidae   Dendrocopos macei              3.2        1   HBW7
Piciformes   Picidae   Dendrocopos atratus            4.5        1   HBW7
Piciformes   Picidae   Dendrocopos hyperythrus        4.5        1   HBW7
Piciformes   Picidae   Dendrocopos cathpharius        2.8        1   HBW7
Piciformes   Picidae   Dendrocopos darjellensis       2.8        1   HBW7
Piciformes   Picidae   Dendrocopos medius             5.5        1   HBW7
Piciformes   Picidae   Dendrocopos leucotos           3.9        1   HBW7
Piciformes   Picidae   Dendrocopos major              5.9        1   HBW7
Piciformes   Picidae   Dendrocopos syriacus           4.5        1   HBW7
Piciformes   Picidae   Dendrocopos leucopterus        4.9        1   HBW7
Piciformes   Picidae   Dendrocopos assimilis          3.5        1   HBW7
Piciformes   Picidae   Dendrocopos himalayensis       3.9        1   HBW7
Piciformes   Picidae   Picoides lignarius             3.9        1   HBW7
Piciformes   Picidae   Picoides mixtus                4.0        1   HBW7
Piciformes   Picidae   Picoides nuttallii             4.5        1   HBW7
Piciformes   Picidae   Picoides scalaris              3.9        1   HBW7


Table S4                                                                    Page 7 of 85
Order        Family         Species                      Clutch   Range Traits
Piciformes   Picidae        Picoides pubescens             4.5        1   HBW7
Piciformes   Picidae        Picoides borealis              3.2        1   HBW7
Piciformes   Picidae        Picoides stricklandi           2.8        1   HBW7
Piciformes   Picidae        Picoides villosus              3.2        1   HBW7
Piciformes   Picidae        Picoides albolarvatus          4.5        1   HBW7
Piciformes   Picidae        Picoides tridactylus           4.2        1   HBW7
Piciformes   Picidae        Picoides arcticus              3.5        1   HBW7
Piciformes   Picidae        Veniliornis fumigatus          4.0        1   HBW7
Piciformes   Picidae        Veniliornis sanguineus         1.4        1   HBW7
Piciformes   Picidae        Veniliornis kirkii             2.4        1   HBW7
Piciformes   Picidae        Piculus simplex                2.8        1   HBW7
Piciformes   Picidae        Piculus rubiginosus            2.8        1   HBW7
Piciformes   Picidae        Colaptes melanochloros         4.0        1   HBW7
Piciformes   Picidae        Colaptes auratus               6.0        1   HBW7
Piciformes   Picidae        Colaptes chrysoides            3.9        1   HBW7
Piciformes   Picidae        Colaptes fernandinae           3.9        1   HBW7
Piciformes   Picidae        Colaptes pitius                4.9        1   HBW7
Piciformes   Picidae        Colaptes rupicola              2.8        1   HBW7
Piciformes   Picidae        Colaptes campestris            4.5        1   HBW7
Piciformes   Picidae        Celeus brachyurus              2.4        1   HBW7
Piciformes   Picidae        Celeus castaneus               3.5        1   HBW7
Piciformes   Picidae        Celeus elegans                 3.0        1   HBW7
Piciformes   Picidae        Celeus spectabilis             1.0        1   HBW7
Piciformes   Picidae        Dryocopus pileatus             2.8        1   HBW7
Piciformes   Picidae        Dryocopus lineatus             2.4        1   HBW7
Piciformes   Picidae        Dryocopus schulzi              2.0        1   HBW7
Piciformes   Picidae        Dryocopus javensis             2.8        1   HBW7
Piciformes   Picidae        Dryocopus martius              3.9        1   HBW7
Piciformes   Picidae        Campephilus rubricollis        1.0        1   HBW7
Piciformes   Picidae        Campephilus guatemalensis      2.0        1   HBW7
Piciformes   Picidae        Campephilus melanoleucos       2.4        1   HBW7
Piciformes   Picidae        Campephilus magellanicus       2.0        1   HBW7
Piciformes   Picidae        Picus mineaceus                2.4        1   HBW7
Piciformes   Picidae        Picus chlorolophus             3.5        1   HBW7
Piciformes   Picidae        Picus puniceus                 2.4        1   HBW7
Piciformes   Picidae        Picus flavinucha               2.8        1   HBW7
Piciformes   Picidae        Picus mentalis                 2.4        1   HBW7
Piciformes   Picidae        Picus vittatus                 3.5        1   HBW7
Piciformes   Picidae        Picus xanthopygaeus            3.9        1   HBW7
Piciformes   Picidae        Picus squamatus                4.9        1   HBW7
Piciformes   Picidae        Picus awokera                  7.5        1   HBW7
Piciformes   Picidae        Picus viridis                  6.3        1   HBW7
Piciformes   Picidae        Picus erythropygius            3.5        1   HBW7
Piciformes   Picidae        Picus canus                    6.0        1   HBW7
Piciformes   Picidae        Dinopium shorii                2.4        1   HBW7
Piciformes   Picidae        Dinopium javanense             2.4        1   HBW7
Piciformes   Picidae        Dinopium benghalense           2.4        1   HBW7
Piciformes   Picidae        Chrysocolaptes lucidus         3.2        1   HBW7
Piciformes   Picidae        Chrysocolaptes festivus        1.7        1   HBW7
Piciformes   Picidae        Blythipicus pyrrhotis          2.4        1   HBW7
Piciformes   Picidae        Reinwardtipicus validus        1.4        1   HBW7
Piciformes   Picidae        Meiglyptes tristis             2.0        1   HBW7
Piciformes   Picidae        Meiglyptes tukki               2.0        1   HBW7
Piciformes   Picidae        Hemicircus canente             2.4        1   HBW7
Piciformes   Picidae        Mulleripicus fulvus            2.4        1   HBW7
Piciformes   Picidae        Mulleripicus pulverulentus     2.8        1   HBW7
Piciformes   Megalaimidae   Psilopogon pyrolophus          2.0        1   HBW7
Piciformes   Megalaimidae   Megalaima virens               3.5        1   HBW7
Piciformes   Megalaimidae   Megalaima zeylanica            2.8        1   HBW7
Piciformes   Megalaimidae   Megalaima lineata              2.8        1   HBW7
Piciformes   Megalaimidae   Megalaima viridis              2.8        1   HBW7
Piciformes   Megalaimidae   Megalaima faiostricta          2.0        1   HBW7
Piciformes   Megalaimidae   Megalaima corvina              2.0        1   HBW7


Table S4                                                                         Page 8 of 85
Order        Family         Species                    Clutch    Range Traits
Piciformes   Megalaimidae   Megalaima chrysopogon          2.0       1   HBW7
Piciformes   Megalaimidae   Megalaima rafflesii            2.0       1   HBW7
Piciformes   Megalaimidae   Megalaima mystacophanos        2.8       1   HBW7
Piciformes   Megalaimidae   Megalaima javensis             2.0       1   HBW7
Piciformes   Megalaimidae   Megalaima flavifrons           2.4       1   HBW7
Piciformes   Megalaimidae   Megalaima franklinii           3.2       1   HBW7
Piciformes   Megalaimidae   Megalaima asiatica             3.5       1   HBW7
Piciformes   Megalaimidae   Megalaima armillaris           2.0       1   HBW7
Piciformes   Megalaimidae   Megalaima australis            2.8       1   HBW7
Piciformes   Megalaimidae   Megalaima rubricapilla         2.4       1   HBW7
Piciformes   Megalaimidae   Megalaima haemacephala         2.8       1   HBW7
Piciformes   Megalaimidae   Calorhamphus fuliginosus       2.4       1   HBW7
Piciformes   Lybiidae       Gymnobucco calvus              3.0       1   HBW7
Piciformes   Lybiidae       Gymnobucco bonapartei          3.9       1   HBW7
Piciformes   Lybiidae       Stactolaema leucotis           3.5       1   HBW7
Piciformes   Lybiidae       Stactolaema anchietae          3.2       1   HBW7
Piciformes   Lybiidae       Stactolaema whytii             3.2       1   HBW7
Piciformes   Lybiidae       Stactolaema olivacea           4.2       1   HBW7
Piciformes   Lybiidae       Pogoniulus scolopaceus         2.8       1   HBW7
Piciformes   Lybiidae       Pogoniulus coryphaeus          3.0       1   HBW7
Piciformes   Lybiidae       Pogoniulus leucomystax         2.4       1   HBW7
Piciformes   Lybiidae       Pogoniulus simplex             2.4       1   HBW7
Piciformes   Lybiidae       Pogoniulus atroflavus          2.4       1   HBW7
Piciformes   Lybiidae       Pogoniulus subsulphureus       2.4       1   HBW7
Piciformes   Lybiidae       Pogoniulus bilineatus          3.0       1   HBW7
Piciformes   Lybiidae       Pogoniulus chrysoconus         2.4       1   HBW7
Piciformes   Lybiidae       Pogoniulus pusillus            3.0       1   HBW7
Piciformes   Lybiidae       Tricholaema diademata          2.8       1   HBW7
Piciformes   Lybiidae       Tricholaema frontata           2.4       1   HBW7
Piciformes   Lybiidae       Tricholaema leucomelas         2.0       1   HBW7
Piciformes   Lybiidae       Tricholaema lacrymosa          2.8       1   HBW7
Piciformes   Lybiidae       Tricholaema melanocephala      2.4       1   HBW7
Piciformes   Lybiidae       Lybius vieilloti               2.4       1   HBW7
Piciformes   Lybiidae       Lybius leucocephalus           2.8       1   HBW7
Piciformes   Lybiidae       Lybius chaplini                2.8       1   HBW7
Piciformes   Lybiidae       Lybius guifsobalito            3.0       1   HBW7
Piciformes   Lybiidae       Lybius torquatus               2.2       1   HBW7
Piciformes   Lybiidae       Lybius melanopterus            3.5       1   HBW7
Piciformes   Lybiidae       Lybius minor                   3.5       1   HBW7
Piciformes   Lybiidae       Lybius bidentatus              2.8       1   HBW7
Piciformes   Lybiidae       Lybius dubius                  2.0       1   HBW7
Piciformes   Lybiidae       Lybius rolleti                 1.4       1   HBW7
Piciformes   Lybiidae       Trachyphonus purpuratus        2.8       1   HBW7
Piciformes   Lybiidae       Trachyphonus vaillantii        3.2       1   HBW7
Piciformes   Lybiidae       Trachyphonus margaritatus      4.2       1   HBW7
Piciformes   Lybiidae       Trachyphonus erythrocephalus   3.5       1   HBW7
Piciformes   Lybiidae       Trachyphonus darnaudii         2.8       1   HBW7
