Species;Bad1Good2;Wild-1_Aviary-2_Domestic-3;Day-Night;n;Mass;Trait;TraitValue;Method;Mountains;Summer-Winter;Breeding-NonBreeding;Climate;World;Passerine;Order;Elevation;ElevationLatCor;MeanSurfaceTemperature;AbsoluteMinSurfaceTemperature;AbsoluteMaxSurfaceTemperature;AbsoluteSurfaceTemperatureRange;AverageDailyMinimumSurfaceTemperature;AverageDailyMaximumSurfaceTemperature;AverageDailySurfaceTemperatureDifference;SD_DailyMeanSurfaceTemperature;SE_DailyMeanSurfaceTemperature;MeanGaussianTemperature;AbsoluteMinGaussianTemperature;AbsoluteMaxGaussianTemperature;AbsoluteGaussianTemperatureRange;AverageDailyMinimumGaussianTemperature;AverageDailyMaximumGaussianTemperature;AverageDailyGaussianTemperatureDifference;SD_DailyMeanGaussianTemperature;SE_DailyMeanGaussianTemperature
Falco sparverius;2;NA;N;6;111,6;BMR;202,39;flow;N;NA;N;Sub;New;;;323;38,21427157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Falco sparverius;2;2;N;;117,7;BMR;151,1354582;flow;N;;;;New;;;NA;NA;27;27;27;NA;NA;NA;NA;NA;NA;27;27;27;NA;NA;NA;NA;NA;NA
Falco subbuteo;2;NA;N;NA;208;BMR;232,57;NA;;;;Temperate;Old;N;Falconiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Falco subbuteo;NA;NA;N;4;208;BMR;234;close;;Autumn;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Falco tinnunculus;2;NA;N;;131;BMR;139;close;;Autumn;;NA;Old;N;Falconiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Falco tinnunculus;2;1;N;2;203;BMR;174,6;flow;N;NA;NA;Temperate;Old;;;9;53,29529536;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Falco tinnunculus;2;NA;N;;131;BMR;139,5;close;NA;Autumn;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Falco tinnunculus;1;NA;D;;108;BMR;147,5498008;NA;;;;;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ficedula albicilla;2;1;N;4;9,5;BMR;42,4;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;26,55851042;19,60388885;33,77399999;14,17011114;22,44686822;31,11692686;8,670058641;1,224931584;0,261156291;27,55542524;18,38083916;36,91298517;18,53214601;22,28920403;33,92855188;11,63934785;1,500734527;0,319957676
Ficedula hyperythra;2;1;D;5;8,44;RMR;41,24;flow;NA;Summer;Y;Tropical;Old;P;Passeriformes;0;6;25,44850565;22,454;28,314;5,86;24,78418569;26,09653098;1,312345293;0,84036284;0,040620471;25,50412209;22,45462117;28,50238006;6,047758889;24,96483889;26,41947403;1,454635139;0,810785869;0,039190814
Ficedula hypoleuca;2;NA;N;NA;11,7;BMR;41,83;NA;;;;Temperate;Old;P;Passeriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ficedula hypoleuca;2;2;N;2;10,7;BMR;38,09;flow;N;Autumn;N;Temperate;Old;P;Passeriformes;NA;NA;22;20;24;NA;NA;NA;NA;NA;NA;22;20;24;NA;NA;NA;NA;NA;NA
Ficedula hypoleuca;2;1;N;1035;11,81;BMR;47,46;close;N;Summer;Y;Temperate;Old;P;Passeriformes;203;58,35827608;13,78282888;-4,459267053;30,30001338;34,75928043;10,32483703;17,37874596;7,053908926;4,869006213;0,169414393;13,48621293;-10,78605831;31,56577316;42,35183147;9,616050216;17,48798539;7,871935179;4,936579525;0,17176557
Ficedula hypoleuca;2;1;N;91;11,54;BMR;43,97;flow;N;Summer;Y;Temperate;Old;P;Passeriformes;203;58,35827608;19,35714147;10,54228313;28,28199698;17,73971385;15,11416299;23,02504588;7,910882887;2,438320508;0,304790064;19,08244217;9,607734822;27,85589212;18,2481573;14,90263991;23,28055291;8,377912997;2,239428005;0,279928501
Ficedula hypoleuca;2;1;N;292;11,96;BMR;53,22;close;N;Summer;Y;Temperate;Old;;;149;58,30904536;15,32235212;3,865327353;26,86028868;22,99496133;11,35003902;18,40781084;7,057771825;4,145070774;0,553908381;15,27277182;1,472302272;28,94925229;27,47695002;11,33721578;19,08142751;7,744211727;4,424180473;0,591205984
Ficedula hypoleuca;NA;NA;N;9;11,7;BMR;42;close;;Autumn;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ficedula hypoleuca;2;1;N;41;11,75;BMR;47,25;flow;N;Summer;Y;Temperate;Old;;;49;52,67595628;13,03247706;6,971253333;26,24323987;19,27198654;10,61660253;15,2765078;4,659905276;4,332278973;0,884322742;13,95472725;6,282357745;30,72644649;24,44408874;10,0976334;17,91530033;7,817666925;4,858559203;0,991749244
Ficedula mugimaki;2;1;N;1;12,2;BMR;64;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;26,87177033;21,85799997;34,41844444;12,56044447;22,96523807;31,64369707;8,678458997;1,280631031;0,484033033;27,60981909;21,35835768;36,5317764;15,17341871;22,38131104;33,8561148;11,47480376;1,364262254;0,515642664
Florisuga mellivora;1;2;N;1;6,9;RMR;69,4123506;flow;;;;;New;N;;NA;NA;20;NA;NA;NA;NA;NA;NA;NA;NA;20;NA;NA;NA;NA;NA;NA;NA;NA
Formicarius analis;2;1;N;3;54,9;BMR;111,04;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Formicarius rufipectus;2;1;N;1;70,3;BMR;130,75;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Francolinus pintadeanus;2;1;N;1;286,8;BMR;166,2;flow;N;Spring;NA;Tropical;Old;N;Galliformes;140;13,25273224;27,57604528;22,53044442;34,11774909;11,58730467;23,04883831;32,86729577;9,818457458;0,386000566;0,1458945;28,59830294;20,31234467;37,75571677;17,4433721;22,73969237;35,57709997;12,8374076;0,586372204;0,221627861
Fratercula arctica;2;1;N;4;329;BMR;460,6;flow;N;NA;N;Temperate;Old;N;Charadriiformes;89;57,16721311;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fregata magnificens;NA;2;NA;4;1078;BMR;497,8;flow;N;NA;NA;Tropical;New;N;Suliformes;175;11,45309797;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fringilla coelebs;NA;NA;N;NA;22;BMR;64,5;NA;;NA;;Temperate;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fringilla coelebs;NA;NA;D;NA;22;BMR;84;NA;;NA;;Temperate;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fringilla coelebs;NA;;;;20,8;SMR;66,9;;;Summer;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fringilla coelebs;NA;;;;20,8;SMR;79,01;;;Winter;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fringilla coelebs;NA;NA;N;35;20,8;BMR;79,5;close;;Winter;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fringilla coelebs;NA;NA;D;35;20,8;BMR;86,5;close;;Winter;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fringilla coelebs;NA;NA;N;35;21;BMR;67;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fringilla coelebs;NA;NA;D;35;21;BMR;81,5;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fringilla montifringilla;2;NA;N;NA;21;BMR;68,73;NA;;;;Temperate;Old;P;Passeriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fringilla montifringilla;2;2;N;6;21,4;BMR;65,03;flow;N;Autumn;N;Temperate;Old;P;Passeriformes;NA;NA;22;20;24;NA;NA;NA;NA;NA;NA;22;20;24;NA;NA;NA;NA;NA;NA
Fringilla montifringilla;2;2;N;7;26,9;BMR;101,66;flow;N;Winter;N;Temperate;Old;P;Passeriformes;669;56,74080789;-3,253094048;-6,969528513;0,586040653;7,555569166;-5,187805202;-1,334735907;3,853069296;1,160379238;0,386793079;-3,813411665;-8,950055322;1,345769212;10,29582453;-7,059747842;-0,19230469;6,867443152;1,710383317;0,570127772
Fringilla montifringilla;2;2;N;5;28,3;BMR;85,46;flow;N;Spring;N;Temperate;Old;P;Passeriformes;669;56,74080789;7,004832664;-1,494157029;16,56842693;18,06258396;3,377994335;10,577676;7,199681669;4,00164423;1,512479353;7,479306324;-0,786697267;17,31040468;18,09710195;3,243858212;10,92883761;7,684979394;3,933317802;1,48665439
Fringilla montifringilla;2;2;N;6;22,5;BMR;87,78;flow;N;Summer;N;Temperate;Old;P;Passeriformes;669;56,74080789;14,38139281;8,811112339;19,07480376;10,26369142;12,33882115;16,326734;3,987912846;2,091294598;0,790435061;14,31027298;8,785550972;19,2250635;10,43951253;11,90189958;16,8482789;4,946379327;2,242058403;0,847418423
Fringilla montifringilla;2;2;N;6;22,4;BMR;75,47;flow;N;Autumn;N;Temperate;Old;P;Passeriformes;669;56,74080789;8,712175044;3,238061522;13,86018426;10,62212273;5,326464953;12,11751939;6,791054436;1,653596092;0,584634505;7,249581717;0,691219653;14,7708896;14,07966995;2,640015145;12,88062621;10,24061107;1,379185995;0,487615885
Fringilla montifringilla;2;2;N;6;24,6;BMR;95,75;flow;N;Winter;N;Temperate;Old;P;Passeriformes;669;56,74080789;-7,636014894;-13,80385576;-0,174760418;13,62909534;-9,692782572;-5,559673345;4,133109228;3,994085654;1,412122525;-8,350806931;-15,95900323;0,000467285;15,95947052;-11,15185415;-5,268852992;5,883001156;3,644339454;1,28846857
Fringilla montifringilla;2;2;N;23;24;BMR;82,8;flow;N;NA;N;Temperate;Old;P;Passeriformes;NA;NA;19;NA;NA;NA;NA;NA;NA;NA;NA;19;NA;NA;NA;NA;NA;NA;NA;NA
Fringilla montifringilla;2;2;N;7;24,3;BMR;85,64;flow;N;Winter;N;Temperate;Old;P;Passeriformes;NA;NA;-10;NA;NA;NA;NA;NA;NA;NA;NA;-10;NA;NA;NA;NA;NA;NA;NA;NA
Fringilla montifringilla;NA;1;N;NA;21;BMR;69;NA;NA;NA;NA;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fringilla montifringilla;NA;1;D;NA;21;BMR;96;NA;NA;NA;NA;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fringilla montifringilla;NA;NA;N;12;21;BMR;69;close;;Autumn;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fringilla montifringilla;2;1;N;2;24,8;RMR;82,5;close;N;Winter;N;Temperate;Old;;;97;61,21215415;-4,487019441;-15,46111507;4,573417195;20,03453226;-6,143022401;-2,90980474;3,233217661;3,486776624;0,357735733;-5,169460193;-21,39231592;3,995502319;25,38781824;-7,947996499;-2,937156846;5,010839653;3,917368953;0,401913574
Fulica atra;2;NA;N;NA;412;BMR;366,7;NA;;;;Temperate;Old;N;Gruiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fulica atra;2;NA;N;NA;780;BMR;502,5;NA;;Winter;;Temperate;Old;N;Gruiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fulica atra;1;;D;10;387;BMR;421,4;;N;NA;;Temperate;Old;N;;NA;NA;21;20;22;NA;NA;NA;NA;NA;NA;21;20;22;NA;NA;NA;NA;NA;NA
Fulica atra;2;1;N;2;474;BMR;437,4;flow;N;NA;NA;Temperate;Old;;;9;53,29529536;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fulica atra;NA;NA;N;3;412;BMR;367,5;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fulica atra;NA;NA;N;3;436;BMR;425,5;close;;Winter;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fulica atra;2;NA;N;;754;BMR;785,5;flow;;;;;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fulmarus glacialis;2;1;N;4;728;BMR;684,76;flow;N;NA;N;Temperate;Old;N;Procellariiformes;89;57,16721311;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Fulmarus glacialis;2;1;NA;16;651;RMR;651;flow;N;Summer;Y;Polar;Old;N;;0;78,924111;1,243349225;-4,374457761;8,170617416;12,54507518;0,56248078;1,886259194;1,323778414;1,941944209;0,138007965;0,747560396;-3,895231558;5,50088239;9,396113948;0,146068729;1,265154777;1,119086047;1,495554999;0,106284466
Larus pacificus;NA;2;D;NA;1210;BMR;1102,61;open;N;NA;N;Temperate;New;N;Charadriiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Galbula cyanescens;2;1;N;2;24;BMR;41,19;flow;N;NA;N;Tropical;New;N;Piciformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Galerida cristata;2;2;N;6;31,2;BMR;66,81606906;flow;;Summer;N;Tropical;Old;P;Passeriformes;1486;40,74063836;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pampusana beccarii;2;1;N;3;68,8;BMR;90,8;flow;Y;;;Tropical;Old;N;;2094;21,50073008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tribonyx mortierii;2;2;N;2;954,4;BMR;571,7;flow;;;;Temperate;Old;N;Gruiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Gallinula tenebrosa;2;2;N;3;512,4;BMR;419,7;flow;;;;Temperate;Old;N;Gruiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tribonyx ventralis;2;2;N;2;309,2;BMR;289,4;flow;;;;Temperate;Old;N;Gruiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Gallirallus australis;2;2;N;2;813,5;BMR;327,8;flow;;;;Temperate;Old;N;Gruiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Gallirallus owstoni;2;2;N;4;198,8;BMR;164,4;flow;;;;Tropical;Old;N;Gruiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Gallirallus philippensis;2;2;N;4;172,7;BMR;177,9;flow;;;;Temperate;Old;N;Gruiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Gallus gallus;2;1;N;1;835,3;BMR;566;flow;N;Spring;NA;Tropical;Old;N;Galliformes;140;13,25273224;27,81585066;23,0003333;33,83311111;10,83277781;24,5435005;32,13637183;7,592871322;0,61618765;0,232897041;28,37227571;23,57199957;36,5679036;12,99590403;24,2775354;34,67148178;10,39394638;0,887072561;0,335281913
